text,label
"Companies make three types of choices when creating business models. Policy choices determine the actions an organization takes across all its operations (such as using nonunion workers, locating plants in rural areas, or encouraging employees to fly coach class). Asset choices pertain to the tangible resources a company deploys (manufacturing facilities or satellite communication systems, for instance). And governance choices refer to how a company arranges decision-making rights over the other two (should we own or lease machinery?). Seemingly innocuous differences in the governance of policies and assets influence their effectiveness a great deal.",BUS18
"Consequences can be either flexible or rigid. A flexible consequence is one that responds quickly when the underlying choice changes. For example, choosing to increase prices will immediately result in lower volumes. By contrast, a company’s culture of frugality—built over time through policies that oblige employees to fly economy class, share hotel rooms, and work out of Spartan offices—is unlikely to disappear immediately even when those choices change, making it a rigid consequence. These distinctions are important because they affect competitiveness. Unlike flexible consequences, rigid ones are difficult to imitate because companies need time to build them.",BUS18
"Take, for instance, Ryanair, which switched in the early 1990s from a traditional business model to a low-cost one. The Irish airline eliminated all frills, cut costs, and slashed prices to unheard-of levels. The choices the company made included offering low fares, flying out of only secondary airports, catering to only one class of passenger, charging for all additional services, serving no meals, making only short-haul flights, and utilizing a standardized fleet of Boeing 737s. It also chose to use a nonunionized workforce, offer high-powered incentives to employees, operate out of a lean headquarters, and so on. The consequences of those choices were high volumes, low variable and fixed costs, a reputation for reasonable fares, and an aggressive management team, to name a few. (See “Ryanair’s Business Model Then and Now.”) The result is a business model that enables Ryanair to offer a decent level of service at a low cost without radically lowering customers’ willingness to pay for its tickets. ",BUS18
This depiction of Ryanair’s business model in the 1980s highlights the airline’s major choices at the time: offering excellent service and operating with a standardized fleet. The airline was forced to redesign its business model in the face of stiff competition. ,BUS18
"Ryanair’s current business model rests on the key choices of offering customers low fares and providing nothing free. The rigid consequences include a reputation for fair fares and low fixed costs. Ryanair’s choices are aligned with its goals, generate cycles that reinforce the business model, and are robust given that it has been operating as a low-cost airline for 20 years. ",BUS18
Click here for a larger image of the graphic.,BUS18
"Not all business models work equally well, of course. Good ones share certain characteristics: They align with the company’s goals, are self-reinforcing, and are robust. (See the sidebar “Three Characteristics of a Good Business Model.”) Above all, successful business models generate virtuous cycles, or feedback loops, that are self-reinforcing. This is the most powerful and neglected aspect of business models. ",BUS18
How can you tell if a business model will be effective? A good one will meet three criteria. ,BUS18
"The choices made while designing a business model should deliver consequences that enable an organization to achieve its goals. This may seem obvious until you consider a counterexample. In the 1970s, Xerox set up Xerox PARC, which spawned technological innovations such as laser printing, Ethernet, the graphical user interface, and very large scale integration for semiconductors. However, Xerox PARC was notoriously unable to spawn new businesses or capture value from its innovations for the parent due to a distressing lack of alignment with Xerox’s goals. ",BUS18
"The choices that executives make while creating a business model should complement one another; there must be internal consistency. If, ceteris paribus, a low-cost airline were to decide to provide a level of comfort comparable to that offered by a full-fare carrier such as British Airways, the change would require reducing the number of seats on each plane and offering food and coffee. These choices would undermine the airline’s low-cost structure and wreck its profits. When there’s a lack of reinforcement, it’s possible to refine the business model by abandoning some choices and making new ones. ",BUS18
"A good business model should be able to sustain its effectiveness over time by fending off four threats, identified by Pankaj Ghemawat. They are imitation (can competitors replicate your business model?); holdup (can customers, suppliers, or other players capture the value you create by flexing their bargaining power?); slack (organizational complacency); and substitution (can new products decrease the value customers perceive in your products or services?). Although the period of effectiveness may be shorter nowadays than it once was, robustness is still a critical parameter.",BUS18
"Our studies show that the competitive advantage of high-tech companies such as Apple, Microsoft, and Intel stems largely from their accumulated assets—an installed base of iPods, Xboxes, or PCs, for instance. The leaders gathered those assets not by buying them but by making smart choices about pricing, royalties, product range, and so on. In other words, they’re consequences of business model choices. Any enterprise can make choices that allow it to build assets or resources—be they project management skills, production experience, reputation, asset utilization, trust, or bargaining power—that make a difference in its sector.",BUS18
"The consequences enable further choices, and so on. This process generates virtuous cycles that continuously strengthen the business model, creating a dynamic that’s similar to that of network effects. As the cycles spin, stocks of the company’s key assets (or resources) grow, enhancing the enterprise’s competitive advantage. Smart companies design business models to trigger virtuous cycles that, over time, expand both value creation and capture. 
    ",BUS18
"For example, Ryanair’s business model creates several virtuous cycles that maximize its profits through increasingly low costs and prices. (See the exhibit “Ryanair’s Key Virtuous Cycles.”) All of the cycles result in reduced costs, which allow for lower prices that grow sales and ultimately lead to increased profits. Its competitive advantage keeps growing as long as the virtuous cycles generated by its business model spin. Just as a fast-moving body is hard to stop because of kinetic energy, it’s tough to halt well-functioning virtuous cycles. ",BUS18
Cycle 1: Low fares >> High volumes >> Greater bargaining power with suppliers >> Lower fixed costs >> Even lower fares ,BUS18
Cycle 2: Low fares >> High volumes >> High aircraft utilization >> Low fixed cost per passenger >> Even lower fares ,BUS18
Cycle 3: Low fares >> Expectations of low-quality service >> No meals offered >> Low variable costs >> Even lower fares,BUS18
"However, they don’t go on forever. They usually reach a limit and trigger counterbalancing cycles, or they slow down because of their interactions with other business models. In fact, when interrupted, the synergies work in the opposite direction and erode competitive advantage. For example, one of Ryanair’s cycles could become vicious if its employees unionized and demanded higher wages, and the airline could no longer offer the lowest fares. It would then lose volume, and aircraft utilization would fall. Since Ryanair’s investment in its fleet assumes a very high rate of utilization, this change would have a magnified effect on profitability.",BUS18
"It’s easy to see that virtuous cycles can be created by a low-cost, no-frills player, but a differentiator may also create virtuous cycles. Take the case of Irizar, a Spanish manufacturer of bodies for luxury motor coaches, which posted large losses after a series of ill-conceived moves in the 1980s. Irizar’s leadership changed twice in 1990 and morale hit an all-time low, prompting the new head of the company’s steering team, Koldo Saratxaga, to make major changes. He transformed the organization’s business model by making choices that yielded three rigid consequences: employees’ tremendous sense of ownership, feelings of accomplishment, and trust. The choices included eliminating hierarchy, decentralizing decision making, focusing on teams to get work done, and having workers own the assets. (See the exhibit “Irizar’s Novel Business Model.”) ",BUS18
"When Irizar—a Spanish cooperative that manufactures luxury motor coach bodies—created a radically different business model, it made several innovative choices. ",BUS18
"These choices have led to innovation, high quality, and excellent service, generating high sales volume as well as customer loyalty.",BUS18
"Irizar’s main objective, as a cooperative, is to increase the number of well-paying jobs in the Basque Country, so the company developed a business model that generates a great deal of customer value. Its key virtuous cycle connects customers’ willingness to pay with relatively low cost, generating high profits that feed innovation, service, and high quality. In fact, quality is the cornerstone of Irizar’s culture. Focusing on customer loyalty and an empowered workforce, the company enjoyed a 23.9% compound annual growth rate over the 14 years that Saratxaga was CEO. Producing 4,000 coaches in 2010 and generating revenues of about €400 million, Irizar is an example of a radically different business model that generates virtuous cycles.",BUS18
"It’s easy to infuse virtuousness in cycles when there are no competitors, but few business models operate in vacuums—at least, not for long. To compete with rivals that have similar business models, companies must quickly build rigid consequences so that they can create and capture more value than rivals do. It’s a different story when enterprises compete against dissimilar business models; the results are often unpredictable, and it’s tough to know which business model will perform well.",BUS18
"Take, for instance, the battle between two of Finland’s dominant retailers: S Group, a consumers’ cooperative, and Kesko, which uses entrepreneur-retailers to own and operate its stores. We’ve tracked the firms for over a decade, and Kesko’s business model appears to be superior: The incentives it offers franchisees should result in rapid growth and high profits. However, it turns out that the S Group’s business model hurts Kesko more than Kesko’s affects the S Group. Since customers own the S Group, the retailer often reduces prices and increases customer bonuses, which allows it to gain market share from Kesko. That forces Kesko to lower its prices and its profits fall, demotivating its entrepreneur-retailers. As a result, Kesko underperforms the S Group. Over time, the S Group’s opaque corporate governance system allows slack to creep into the system, and it is forced to hike prices. This allows Kesko to also increase prices and improve profitability, drive its entrepreneur-retailers, and win back more customers through its superior shopping experience. That sparks another cycle of rivalry.",BUS18
"Companies can compete through business models in three ways: They can strengthen their own virtuous cycles, block or destroy the cycles of rivals, or build complementarities with rivals’ cycles, which results in substitutes mutating into complements.",BUS18
"Companies can modify their business models to generate new virtuous cycles that enable them to compete more effectively with rivals. These cycles often have consequences that strengthen cycles elsewhere in the business model. Until recently, Boeing and Airbus competed using essentially the same virtuous cycles. Airbus matched Boeing’s offerings in every segment, the exception being the very large commercial transport segment where Boeing had launched the 747 in 1969. Given the lumpiness of demand for aircraft, their big-ticket nature, and cyclicality, price competition has been intense. 
    ",BUS18
"Companies can often strengthen their business models to take on competitors more effectively. Airbus’s business model initially fell short because Boeing could reinvest profits from its 747, which enjoyed a monopoly in the very large commercial transport segment. In 2007, Airbus launched the 380 to compete in that segment—strengthening its virtuous cycle relative to Boeing’s. ",BUS18
"Historically, Boeing held the upper hand because its 747 enjoyed a monopoly, and it could reinvest those profits to strengthen its position in other segments. Analysts estimate that the 747 contributed 70 cents to every dollar of Boeing’s profits by the early 1990s. Since R&D investment is the most important driver of customers’ willingness to pay, Airbus was at a disadvantage. It stayed afloat by obtaining low-interest loans from European governments. Without the subsidies, Airbus’s cycle would have become vicious.",BUS18
"With the subsidies likely to dry up, Airbus modified its business model by developing a very large commercial transport, the 380. To dissuade Airbus, Boeing announced a stretch version of the 747. However, that aircraft would cut into the 747’s profits, so it seems unlikely that Boeing will ever launch it. Not only does the 380 help maintain the virtuousness of Airbus’s cycle in small and midsize planes, but also it helps decelerate the virtuousness of Boeing’s cycle. The increase in rivalry suggests that the 747 will become less of a money-spinner for Boeing. That’s why it is trying to strengthen its position in midsize aircraft, where competition is likely to become even tougher when sales of the 380 take off, by developing the 787.",BUS18
"Some companies get ahead by using the rigid consequences of their choices to weaken new entrants’ virtuous cycles. Whether a new technology disrupts an industry or not depends not only on the intrinsic benefits of that technology but also on interactions with other players. Consider, for instance, the battle between Microsoft and Linux, which feeds its virtuous cycle by being free of charge and allowing users to contribute code improvements. Unlike Airbus, Microsoft has focused on weakening its competitor’s virtuous cycle. It uses its relationship with OEMs to have Windows preinstalled on PCs and laptops so that it can prevent Linux from growing its customer base. It discourages people from taking advantage of Linux’s free operating system and applications by spreading fear, uncertainty, and doubt about the products.",BUS18
"In the future, Microsoft could raise Windows’ value by learning more from users and offering special prices to increase sales in the education sector, or decrease Linux’s value by undercutting purchases by strategic buyers and preventing Windows applications from running on Linux. Linux’s value creation potential may theoretically be greater than that of Windows, but its installed base will never eclipse that of Microsoft as long as the software giant succeeds in disrupting its key virtuous cycles.",BUS18
"Rivals with different business models can also become partners in value creation. In 1999, Betfair, an online betting exchange, took on British bookmakers such as Ladbrokes and William Hill by enabling people to anonymously place bets against one another. Unlike traditional bookmakers who only offer odds, Betfair is a two-sided internet-based platform that allows customers to both place bets and offer odds to others. One-sided and two-sided businesses have different virtuous cycles: While bookmakers create value by managing risk and capture it through the odds they offer, betting exchanges themselves bear no risk. They create value by matching the two sides of the market and capture it by taking a cut of the net winnings.",BUS18
"Over the past decade, Ladbrokes’ and William Hill’s gross winnings have declined, so Betfair has hurt them, but not as much as expected. Because Betfair has improved odds in general, gamblers lose less money. They then place more wagers, and when bookies pay out, bettors gamble again, feeding a virtuous cycle. This has expanded the British gambling market by a larger proportion than just the improvement of odds might suggest. The better odds Betfair offers also help traditional bookmakers gauge market sentiment more accurately and hedge their exposures at a lower cost. When a new business model creates complementarities between competitors, it is less likely that incumbents will respond aggressively. The initial reaction from bookmakers to Betfair was hostile, but they have become more accommodating of its presence ever since.",BUS18
"No three concepts are of as much use to managers or as misunderstood as strategy, business models, and tactics. Many use the terms synonymously, which can lead to poor decision making.",BUS18
"To be sure, the three are interrelated. Whereas business models refer to the logic of the company—how it operates and creates and captures value for stakeholders in a competitive marketplace—strategy is the plan to create a unique and valuable position involving a distinctive set of activities. That definition implies that the enterprise has made a choice about how it wishes to compete in the marketplace. The system of choices and consequences is a reflection of the strategy, but it isn’t the strategy; it’s the business model. Strategy refers to the contingent plan about which business model to use. The key word is contingent; strategies contain provisions against a range of contingencies (such as competitors’ moves or environmental shocks), whether or not they take place. While every organization has a business model, not every organization has a strategy—a plan of action for contingencies that may arise. 
    ",BUS18
"Consider Ryanair. The airline was on the brink of bankruptcy in the 1990s, and the strategy it chose to reinvent itself was to become the Southwest Airlines of Europe. The new logic of the organization—its way of creating and capturing value for stakeholders—was Ryanair’s new business model.",BUS18
"Changing strategic choices can be expensive, but enterprises still have a range of options to compete that are comparatively easy and inexpensive to deploy. These are tactics—the residual choices open to a company by virtue of the business model that it employs. Business models determine the tactics available to compete in the marketplace. For instance, Metro, the world’s largest newspaper, has created an ad-sponsored business model that dictates that the product must be free. That precludes Metro from using price as a tactic.",BUS18
"Think of a business model as if it were an automobile. Different car designs function differently—conventional engines operate quite differently from hybrids, and standard transmissions from automatics—and create different value for drivers. The way the automobile is built places constraints on what the driver can do; it determines which tactics the driver can use. A low-powered compact would create more value for the driver who wants to maneuver through the narrow streets of Barcelona’s Gothic Quarter than would a large SUV, in which the task would be impossible. Imagine that the driver could modify the features of the car: shape, power, fuel consumption, seats. Such modifications would not be tactical; they would constitute strategies because they would entail changing the machine (the “business model”) itself. In sum, strategy is designing and building the car, the business model is the car, and tactics are how you drive the car.",BUS18
"Strategy focuses on building competitive advantage by defending a unique position or exploiting a valuable and idiosyncratic set of resources. Those positions and resources are created by virtuous cycles, so executives should develop business models that activate those cycles. That’s tough, especially because of their interactions with those of other players such as competitors, complementors, customers, and suppliers that are all fighting to create and capture value too. That’s the essence of competitiveness—and developing strategy, tactics, or innovative business models has never been easy.",BUS18
"A business model is a framework for how a company will create value. Ultimately, it distills the potential of a business down to its essence. A business model answers fundamental questions about the problem you are going to solve, how you will solve it, and the growth opportunity within a given market.",BUS18
"Creating a successful business model is essential, whether you are starting a new venture, expanding into a new market, or changing your go-to-market strategy. You can use a business model to capture fundamental assumptions and decisions about the opportunity in one place, setting the direction for success. ",BUS18
"Business models and business plans are both important tools that help you create and refine your strategy. Many times you will use both when pursuing a new business initiative, but they each serve a different purpose.",BUS18
"A business model is the foundation for your company and products. It captures the main idea of how your business will generate revenue. A business plan goes into greater detail — it is a document that explains how you will make the business model work. Your business plan will likely include your company's goals, the resources and methods you will use to achieve those goals, and even your expected timelines and financial performance. Together, your business model and business plan describe the intended value of your product and how you plan to deliver this value to your customers.",BUS18
"There are many types of business models. Each one varies considerably based on the type of organization and offering. For example, a manufacturing company will have a very different model than an advertising agency. Even within a specific industry, business models vary. ﻿﻿Here are some common types of business models used by technology companies:",BUS18
Freemium business model: A basic product is provided for free but you charge for additional services or features.,BUS18
Free trial business model: Customers can experience the full product for free for a limited amount of time. ,BUS18
Licensing business model: Technology or innovations are monetized by licensing them to other companies. ,BUS18
Open-source business model: Your product is free but you generate revenue through other means such as crowdsourcing.,BUS18
Subscription business model: Customers pay a recurring fee to access your product or service.,BUS18
Most businesses end up using a combination of business models to reach their customers and grow over time. ,BUS18
"There are numerous business model examples to choose from, and the optimal business model will vary for each company — depending on the industry you are in and the problem you are trying to solve for your customers. ",BUS18
"Some types of business models are more popular and work better for certain industries than others. For example, Software as a Service (SaaS) companies often use subscription and freemium business models. This makes software more accessible to customers while providing valuable recurring revenue for the business. On the other hand, many social media platforms use hidden revenue business models to make money through advertising. By providing full access to the platform for free, these companies attract more users. In turn, this creates a more valuable audience for advertisers.",BUS18
"It is also worth considering the types of business models your competitors use. Say that your competitor uses a subscription business model with no free options. If you offer a freemium model, you may be able to attract new customers (including some of your competitor's customers) who prefer to try a product for free before purchasing. In this example, choosing a different business model from your competition could give your company an advantage.",BUS18
"Ultimately, the best business model for your company depends on what is right for your product and your customers. But whether you use a business model example template or invent a new one, building out a business model takes significant research, planning, and analysis. ",BUS18
"Companies across every industry and at all stages of maturity use business plans and models. Some rely on lengthy processes and build complicated models, while others move quickly to articulate the basics. Having the discipline to work through this planning tool forces internal alignment.",BUS18
"For established enterprises, a business model is often a living framework that is reviewed and adapted every year based on changes with customers, employees, and the market. For companies launching new products and services or entering new markets, a business model can help get them off to the right start and ensure that early product and marketing decisions are tied back to the business strategy.",BUS18
"A business model should answer important questions about your business and set out a strong vision for the business. The key components of a business model should include relating to your target customers, the market, organization strengths and challenges, essential elements of the product, and how it will be sold. Establishing this foundation guides the next planning tool — your product roadmap.",BUS18
Building your business model requires researching and defining a few core components. Here is a list of the essentials to include when you create a business model:,BUS18
Component,BUS18
Definition,BUS18
Vision,BUS18
"High-level overview of the core essence of your product strategy, including what is being built and why",BUS18
Key objectives,BUS18
Definition of your top-level goals and how they will be measured.,BUS18
Customer targets and challenges,BUS18
Description of the different types of target customer and their pain points,BUS18
Solution,BUS18
How your product will solve those pain points,BUS18
Value,BUS18
Key characteristics that differentiate your product or service,BUS18
Pricing,BUS18
A view into what your solution will cost and how it will be sold,BUS18
Messaging,BUS18
External explanation of your product that communicates key points of value to customers ,BUS18
Go-to-market,BUS18
"Channels you will use to reach and sell to customers, such as social media",BUS18
Investment required,BUS18
Costs required to make your solution successful,BUS18
Growth opportunity,BUS18
Identified ways your business will grow,BUS18
"Many people associate business models with lengthy documents that describe a company’s problem, opportunity, and solution in the context of a two-to-five-year forecast for costs, growth, and revenue.",BUS18
"But business models do not need to be a long document. A concise, visual document is an effective way to distill the key elements of your strategy and ensure everyone understands the high-level approach.",BUS18
Below are two types of business model example layouts you can use to succinctly and objectively assess what is possible and what challenges could arise for your business:,BUS18
Aha! business model canvas,BUS18
"Articulate the foundation of your product or service in a flexible canvas-style format with the Aha! business model canvas. This type of business model developed by Aha! is the most complete template available. It is based on the Aha! team's 20+ years of experience building breakthrough products and software companies. The focus is on capturing key elements like why the solution is worth buying (messaging), pain points of the buyers (customer challenges), and ways you will grow the business (growth opportunities). You can drag and drop each component into a custom layout. ",BUS18
Lean canvas ,BUS18
"Similar to the business model canvas, this model takes a problem-focused approach to create an actionable business plan. First created by Ash Mauraya, it is most commonly used by startups and entrepreneurs to document their business assumptions. The focus is on creating a fast, concise, and effective single-page business model. It documents nine elements, including customer segments, channels used to reach customers, and the ways you plan to make money. All of the elements can be found here in our free, downloadable template.",BUS18
"Creating a business model is an important exercise, but a model is essentially a hypothesis — you need to test your model to prove that it will actually provide value for your customers. Here are some steps you can take to validate your business model: ",BUS18
1. Make your business model accessible and collaborative. ,BUS18
"Customers, stakeholders, and team members are all valuable sources of feedback for improving your business model — so make it easy to update and share your model. You can use a cloud-based business model canvas or strategy tool to encourage and facilitate collaboration. ",BUS18
2. Build out other strategic models. ,BUS18
Extend your strategic thinking to other types of models. How will you take your product to market and reach target customers? Who are your competitors? What opportunities and threats exist for your business? Use a variety of modeling tools to anticipate the different market challenges that your idea may face and identify any gaps in your business model.,BUS18
3. Turn your model into achievable goals and initiatives.,BUS18
"Think about what it will mean for your business model to be successful. Is it an annual revenue target? A desired number of users? Set time-bound, measurable goals and determine the initiatives, or themes of work, that will get you there. These will be important proof points for external stakeholders, such as investors or partners. ",BUS18
4. Plan how and when you will deliver your business idea. ,BUS18
"At this stage, you will translate your business goals into actual product or service features. You may not have a fully fledged offering at the start of the validation process, but you should determine what you need to deliver and then start testing your business model. You could create a demo or beta version of your product and offer it to a select group of users, for example.",BUS18
5. Get feedback from customers and stakeholders. ,BUS18
"Now is the most important step for validating your business model. Send out surveys, conduct interviews, and crowdsource feedback to understand customer preferences and needs. Was your hypothesis correct? Does your business model solve a problem the way you thought it would? This feedback will help you determine which aspects of your business model to adjust.",BUS18
6. Refine and repeat.,BUS18
"With these new insights, return to your business model template and make refinements. You can also repeat the steps of the validation process above to continue iterating on your business model.",BUS18
"A wide variety of tools are available to help you quickly build and share your business model. The Aha! business model canvas includes the most popular templates, including the two examples above. Aha! also lets you create your own custom business model, using the simple drag-and-drop interface. Access the business model builder for free during a 30-day trial. Or you can download these free Excel and PowerPoint business model templates.",BUS18
Crafting a business model is part of establishing a meaningful business strategy. It requires deep thought about the core assumptions surrounding how a company or product is going to generate value and how the team will work towards achieving its goals.,BUS18
Anything is possible with the world's #1 product development software. Start a free trial today.,BUS18
"
The term business model refers to a company's plan for making a profit. It identifies the products or services the business plans to sell, its identified target market, and any anticipated expenses. Business models are important for both new and established businesses. They help new, developing companies attract investment, recruit talent, and motivate management and staff. Established businesses should regularly update their business plans or they'll fail to anticipate trends and challenges ahead. Business plans help investors evaluate companies that interest them.
",BUS18
"
A business model is a high-level plan for profitably operating a business in a specific marketplace. A primary component of the business model is the value proposition. This is a description of the goods or services that a company offers and why they are desirable to customers or clients, ideally stated in a way that differentiates the product or service from its competitors.
",BUS18
"
A new enterprise's business model should also cover projected startup costs and financing sources, the target customer base for the business, marketing strategy, a review of the competition, and projections of revenues and expenses. The plan may also define opportunities in which the business can partner with other established companies. For example, the business model for an advertising business may identify benefits from an arrangement for referrals to and from a printing company.
",BUS18
"
Successful businesses have business models that allow them to fulfill client needs at a competitive price and a sustainable cost. Over time, many businesses revise their business models from time to time to reflect changing business environments and market demands.
",BUS18
"
When evaluating a company as a possible investment, the investor should find out exactly how it makes its money. This means looking through the company's business model. Admittedly, the business model may not tell you everything about a company's prospects. But the investor who understands the business model can make better sense of the financial data.
",BUS18
"
A common mistake many companies make when they create their business models is to underestimate the costs of funding the business until it becomes profitable. Counting costs to the introduction of a product is not enough. A company has to keep the business running until its revenues exceed its expenses.
",BUS18
"
One way analysts and investors evaluate the success of a business model is by looking at the company's gross profit. Gross profit is a company's total revenue minus the cost of goods sold (COGS). Comparing a company's gross profit to that of its main competitor or its industry sheds light on the efficiency and effectiveness of its business model. Gross profit alone can be misleading, however. Analysts also want to see cash flow or net income. That is gross profit minus operating expenses and is an indication of just how much real profit the business is generating.
",BUS18
"
The two primary levers of a company's business model are pricing and costs. A company can raise prices, and it can find inventory at reduced costs. Both actions increase gross profit. Many analysts consider gross profit to be more important in evaluating a business plan. A good gross profit suggests a sound business plan. If expenses are out of control, the management team could be at fault, and the problems are correctable. As this suggests, many analysts believe that companies that run on the best business models can run themselves.
",BUS18
"When evaluating a company as a possible investment, find out exactly how it makes its money—that's the company's business model.",BUS18
"
There are as many types of business models as there are types of business. For instance, direct sales, franchising, advertising-based, and brick-and-mortar stores are all examples of traditional business models. There are hybrid models as well, such as businesses that combine internet retail with brick-and-mortar stores or with sporting organizations like the NBA.
",BUS18
"
Each business plan is unique within these broad categories. Consider the shaving industry. Gillette is happy to sell its Mach3 razor handle at cost or for a lower price in order to get steady customers for its more profitable razor blades. The business model rests on giving away the handle to get blade sales. This type of business model is actually called the razor-razorblade model, but it can apply to companies in any business that sells a product at a deep discount in order to supply a dependent good at a considerably higher price.
",BUS18
"
Joan Magretta, the former editor of the Harvard Business Review, suggests there are two critical factors in sizing up business models. When business models don't work, she states, it's because the story doesn't make sense and/or the numbers just don't add up to profits.﻿﻿ The airline industry is a good place to look to find a business model that stopped making sense. It includes companies that have suffered heavy losses and even bankruptcy.
",BUS18
"
For years, major carriers such as American Airlines, Delta, and Continental built their businesses around a hub-and-spoke structure, in which all flights were routed through a handful of major airports. By ensuring that most seats were filled most of the time, the business model produced big profits. But a competing business model arose that made the strength of the major carriers a burden. Carriers like Southwest and JetBlue shuttled planes between smaller airports at a lower cost. They avoided some of the operational inefficiencies of the hub-and-spoke model while forcing labor costs down. That allowed them to cut prices, increasing demand for short flights between cities.
",BUS18
"
As these newer competitors drew more customers away, the old carriers were left to support their large, extended networks with fewer passengers. The problem became even worse when traffic fell sharply following the September 11 terrorist attacks in 2001.﻿﻿ To fill seats, these airlines had to offer more discounts at even deeper levels. The hub-and-spoke business model no longer made sense.
",BUS18
"
Consider a comparison of two competing business plans where two companies rent and sell movies. Both businesses made $5 million in revenues after spending $4 million on their inventories of movies. This means that each company makes a gross profit calculated as $5 million minus $4 million, or $1 million. They also have the same gross profit margin, calculated as 20% of gross profit divided by revenues.
",BUS18
"
But things change with the arrival of the internet. Company B decides to stream movies online instead of renting or selling physical copies. This change disrupts the business model in a positive way. The licensing fees don't change, but the cost of holding inventory goes down considerably. In fact, the change reduces storage and distribution costs by $2 million. The new gross profit for the company is $5 million minus $2 million, or $3 million. The new gross profit margin is 60%. Meanwhile, Company A fails to update its business plan and is stuck with a lower gross profit margin. As a result, its sales begin to slide downwards. Company B isn't even making more in sales, but it has revolutionized its business model, and that has greatly reduced its costs.
",BUS18
"Harvard Business Review. ""Why Business Models Matter."" Accessed August 5, 2020.",BUS18
"Bureau of Transportation Statistics. ""Airline Travel Since 9/11."" Accessed August 5, 2020.",BUS18
"
Financial Statements",BUS18
"
Financial Statements",BUS18
"
Financial Analysis",BUS18
"
Accounting",BUS18
"
Startups",BUS18
"
Tools",BUS18
"By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts. ",BUS18
By Indeed Editorial Team,BUS18
"Published March 22, 2021",BUS18
"For many companies, a business model is a starting point because it helps define what an organization's goals and needs are. When designed correctly, a business model can help a company deliver valuable products and services. This, as a result, can lead to more satisfied customers, a strong reputation and brand loyalty. In this article, we discuss what a business model is and analyze its 10 primary components.",BUS18
"A business model is a company's primary strategy for turning a profit and generating value. Business models are typically based on factors such as the products or services the company sells, anticipated expenses and target customers. An organization may also decide to change its business model if an unexpected event such as a new law or a change in management occurs. Business models can also help new companies make important decisions regarding investment opportunities, management styles and the employees they wish to hire.",BUS18
"Related: .css-1v152rs{border-radius:0;color:#2557a7;font-family:""Noto Sans"",""Helvetica Neue"",""Helvetica"",""Arial"",""Liberation Sans"",""Roboto"",""Noto"",sans-serif;-webkit-text-decoration:none;text-decoration:none;-webkit-transition:border-color 200ms cubic-bezier(0.645, 0.045, 0.355, 1),background-color 200ms cubic-bezier(0.645, 0.045, 0.355, 1),opacity 200ms cubic-bezier(0.645, 0.045, 0.355, 1),border-bottom-color 200ms cubic-bezier(0.645, 0.045, 0.355, 1),border-bottom-style 200ms cubic-bezier(0.645, 0.045, 0.355, 1),border-bottom-width 200ms cubic-bezier(0.645, 0.045, 0.355, 1),border-radius 200ms cubic-bezier(0.645, 0.045, 0.355, 1),box-shadow 200ms cubic-bezier(0.645, 0.045, 0.355, 1),color 200ms cubic-bezier(0.645, 0.045, 0.355, 1);transition:border-color 200ms cubic-bezier(0.645, 0.045, 0.355, 1),background-color 200ms cubic-bezier(0.645, 0.045, 0.355, 1),opacity 200ms cubic-bezier(0.645, 0.045, 0.355, 1),border-bottom-color 200ms cubic-bezier(0.645, 0.045, 0.355, 1),border-bottom-style 200ms cubic-bezier(0.645, 0.045, 0.355, 1),border-bottom-width 200ms cubic-bezier(0.645, 0.045, 0.355, 1),border-radius 200ms cubic-bezier(0.645, 0.045, 0.355, 1),box-shadow 200ms cubic-bezier(0.645, 0.045, 0.355, 1),color 200ms cubic-bezier(0.645, 0.045, 0.355, 1);border-bottom:1px solid;cursor:pointer;}.css-1v152rs:hover{color:#164081;}.css-1v152rs:active{color:#0d2d5e;}.css-1v152rs:focus{outline:none;border-bottom:1px solid;border-bottom-color:transparent;border-radius:4px;box-shadow:0 0 0 1px;}.css-1v152rs:focus:not([data-focus-visible-added]){box-shadow:none;border-bottom:1px solid;border-radius:0;}.css-1v152rs:hover,.css-1v152rs:active{color:#164081;}.css-1v152rs:visited{color:#2557a7;}@media (prefers-reduced-motion: reduce){.css-1v152rs{-webkit-transition:none;transition:none;}}.css-1v152rs:focus:active:not([data-focus-visible-added]){box-shadow:none;border-bottom:1px solid;border-radius:0;}21 Business Models and Examples.css-r5jz5s{width:1.5rem;height:1.5rem;color:inherit;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;-webkit-flex:0 0 auto;-ms-flex:0 0 auto;flex:0 0 auto;height:1em;width:1em;margin:0 0 0.25rem 0.25rem;vertical-align:middle;}",BUS18
"It's important to follow all the components of a business model because they provide you with a guide to making your company profitable while also creating value for your customers. Each component relates to a key aspect of your company's infrastructure, operations, relationships with customers and products or services. These components can also help you adapt more appropriately to unexpected events that directly or indirectly affect your business.",BUS18
